yourlist:M202108196320BA52A5CE8FCD097CB85A53697A3513E9A1H	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology IDs	Gene ontology (GO)
A0A356NCH1	A0A356NCH1	A0A356NCH1_9SYNE	unreviewed	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	DD643_01630	Synechococcus sp. UBA8638	357	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]
A0A357AA69	A0A357AA69	A0A357AA69_9CYAN	unreviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP DD761_12000	Cyanobacteria bacterium UBA11691	229	GO:0004176; GO:0004252; GO:0005737	cytoplasm [GO:0005737]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]
A0A363RN69	A0A363RN69	A0A363RN69_9BURK	unreviewed	Fasciclin	DCO45_10405	Comamonas sp. JNW	188		
A0A364MBS9	A0A364MBS9	A0A364MBS9_ASPFL	unreviewed	ATP synthase subunit alpha	BDV35DRAFT_281262 CA14_010352 F9C07_647 G4B11_001572	Aspergillus flavus	556	GO:0005524; GO:0016787; GO:0045261; GO:0046933	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
A0A365MSR0	A0A365MSR0	A0A365MSR0_GIBIN	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	BFJ72_g12066 FPRO05_04741	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A366P8F7	A0A366P8F7	A0A366P8F7_GIBMO	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	FVER53263_01481 FVER53590_01481	Gibberella moniliformis (Maize ear and stalk rot fungus) (Fusarium verticillioides)	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A367PYT2	A0A367PYT2	A0A367PYT2_9NOSO	unreviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk A6S26_31820	Nostoc sp. ATCC 43529	149	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]
A0A367QWG8	A0A367QWG8	A0A367QWG8_9NOSO	unreviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB A6770_23445	Nostoc minutum NIES-26	1099	GO:0003677; GO:0003899; GO:0006351; GO:0032549	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; transcription, DNA-templated [GO:0006351]
A0A367RAZ7	A0A367RAZ7	A0A367RAZ7_NOSPU	unreviewed	Uncharacterized protein	A6769_25125	Nostoc punctiforme NIES-2108	173		
A0A369VM61	A0A369VM61	A0A369VM61_9BURK	unreviewed	Phasin family protein	DTW89_03485	Acidovorax sp. BoFeN1	182		
A0A370G447	A0A370G447	A0A370G447_GLULI	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL C7453_103117 HLH32_06935	Gluconacetobacter liquefaciens (Acetobacter liquefaciens)	546	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A384J5V2	A0A384J5V2	A0A384J5V2_BOTFB	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	Bcenol1 BCIN_01g06450	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A388NL89	A0A388NL89	A0A388NL89_9CHLR	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL EMGBS1_01520	Chloroflexi bacterium	551	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A388Q7N7	A0A388Q7N7	A0A388Q7N7_9CHLR	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL EMGBD1_06680	Anaerolineaceae bacterium	551	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A397RPH8	A0A397RPH8	A0A397RPH8_9BURK	unreviewed	Phasin family protein	C8K28_2115	Pelomonas sp. BT06	184		
A0A3A4W489	A0A3A4W489	A0A3A4W489_9CHLR	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL C4545_00055	Anaerolineaceae bacterium	544	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A3B7MLB5	A0A3B7MLB5	A0A3B7MLB5_9CYAN	unreviewed	Phycocyanin subunit alpha	cpcA D3A95_06425	Thermosynechococcus elongatus PKUAC-SCTE542	162	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A3B8JCU9	A0A3B8JCU9	A0A3B8JCU9_9CYAN	unreviewed	Probable 30S ribosomal protein PSRP-3 (Ycf65-like protein)	DCE56_08190	Cyanobacteria bacterium UBA8553	99	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A3B8JDT3	A0A3B8JDT3	A0A3B8JDT3_9CYAN	unreviewed	Photosystem I reaction center subunit II	DCE56_10795	Cyanobacteria bacterium UBA8553	143	GO:0009538; GO:0015979	photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]
A0A3B8JHE5	A0A3B8JHE5	A0A3B8JHE5_9CYAN	unreviewed	30S ribosomal protein S10	rpsJ rps10 DCE56_11560	Cyanobacteria bacterium UBA8553	105	GO:0000049; GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A3B8JQF6	A0A3B8JQF6	A0A3B8JQF6_9CYAN	unreviewed	Thioredoxin	DCE56_35805	Cyanobacteria bacterium UBA8553	107	GO:0006662; GO:0015035	protein disulfide oxidoreductase activity [GO:0015035]; glycerol ether metabolic process [GO:0006662]
A0A3B9F761	A0A3B9F761	A0A3B9F761_9NOST	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD atpB DCG18_04540	Richelia sp.	483	GO:0005524; GO:0031676; GO:0045261; GO:0046933; GO:0046961	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A3C0N0G8	A0A3C0N0G8	A0A3C0N0G8_9CYAN	unreviewed	30S ribosomal protein S10	rpsJ rps10 DCP31_01150	Cyanobacteria bacterium UBA8543	105	GO:0000049; GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A3C0N151	A0A3C0N151	A0A3C0N151_9CYAN	unreviewed	Elongation factor G (EF-G)	fusA DCP31_01160	Cyanobacteria bacterium UBA8543	691	GO:0003746; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
A0A3C0N216	A0A3C0N216	A0A3C0N216_9CYAN	unreviewed	Probable 30S ribosomal protein PSRP-3 (Ycf65-like protein)	DCP31_01875	Cyanobacteria bacterium UBA8543	99	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A3C0NGH6	A0A3C0NGH6	A0A3C0NGH6_9CYAN	unreviewed	Photosystem I reaction center subunit II	DCP31_33955	Cyanobacteria bacterium UBA8543	143	GO:0009538; GO:0015979	photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]
A0A3C1LYK1	A0A3C1LYK1	A0A3C1LYK1_9CYAN	unreviewed	Global nitrogen regulator NtcA	ntcA DCQ32_00270	Cyanobacteria bacterium UBA8156	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
A0A3C1RYZ8	A0A3C1RYZ8	A0A3C1RYZ8_9CYAN	unreviewed	Photosystem II q(B) protein (Fragment)	DCQ51_19975	Planktothrix sp. UBA8407	231	GO:0009772; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0045156; GO:0046872	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; metal ion binding [GO:0046872]; photosynthetic electron transport in photosystem II [GO:0009772]; protein-chromophore linkage [GO:0018298]
A0A3D1PF28	A0A3D1PF28	A0A3D1PF28_9CYAN	unreviewed	FAS1 domain-containing protein	DEV81_20020	Cyanobacteria bacterium UBA11049	133		
A0A3D1PJC2	A0A3D1PJC2	A0A3D1PJC2_9CYAN	unreviewed	30S ribosomal protein S7	rpsG rps7 DEV81_24345	Cyanobacteria bacterium UBA11049	156	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A3D2J724	A0A3D2J724	A0A3D2J724_9CHLR	unreviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA DHW02_05495	Ktedonobacter sp.	546	GO:0005524; GO:0005886; GO:0045261; GO:0046933; GO:0046961	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A3D5G2N0	A0A3D5G2N0	A0A3D5G2N0_9CYAN	unreviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES DGO89_00385	Microcoleaceae bacterium UBA9251	103	GO:0005524; GO:0005737; GO:0006457; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]
A0A3D5G367	A0A3D5G367	A0A3D5G367_9CYAN	unreviewed	50S ribosomal protein L4	rplD rpl4 DGO89_00625	Microcoleaceae bacterium UBA9251	210	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A3D5G3M3	A0A3D5G3M3	A0A3D5G3M3_9CYAN	unreviewed	50S ribosomal protein L5	rplE rpl5 DGO89_01615	Microcoleaceae bacterium UBA9251	181	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A3D5G4M6	A0A3D5G4M6	A0A3D5G4M6_9CYAN	unreviewed	Urea ABC transporter substrate-binding protein	urtA DGO89_03695	Microcoleaceae bacterium UBA9251	441	GO:0006865	amino acid transport [GO:0006865]
A0A3D5G8I5	A0A3D5G8I5	A0A3D5G8I5_9CYAN	unreviewed	AbrB family transcriptional regulator	DGO89_11195	Microcoleaceae bacterium UBA9251	128	GO:0003677	DNA binding [GO:0003677]
A0A3D5G9L6	A0A3D5G9L6	A0A3D5G9L6_9CYAN	unreviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK DGO89_13120	Microcoleaceae bacterium UBA9251	634	GO:0005524; GO:0006457; GO:0016887; GO:0051082	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]
A0A3D5GBG0	A0A3D5GBG0	A0A3D5GBG0_9CYAN	unreviewed	Cell division protein FtsZ	ftsZ DGO89_16825	Microcoleaceae bacterium UBA9251	424	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A3D5VRX5	A0A3D5VRX5	A0A3D5VRX5_9BURK	unreviewed	OmpA-like domain-containing protein	DHV01_12715	Rhodoferax sp.	212	GO:0016021	integral component of membrane [GO:0016021]
A0A3D9SUQ1	A0A3D9SUQ1	A0A3D9SUQ1_9ACTN	unreviewed	Cell division protein FtsZ	ftsZ DFJ69_5206	Thermomonospora umbrina	488	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A3E0I4J3	A0A3E0I4J3	A0A3E0I4J3_9MICO	unreviewed	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK C7481_0892	Agromyces sp. OV568	504	GO:0004370; GO:0005524; GO:0006072; GO:0019563	ATP binding [GO:0005524]; glycerol kinase activity [GO:0004370]; glycerol catabolic process [GO:0019563]; glycerol-3-phosphate metabolic process [GO:0006072]
A0A3E0LGA9	A0A3E0LGA9	A0A3E0LGA9_9CHRO	unreviewed	Global nitrogen regulator NtcA	ntcA DWQ53_10875	Microcystis flos-aquae DF17	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
A0A3E0M8L5	A0A3E0M8L5	A0A3E0M8L5_9CHRO	unreviewed	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK DWQ51_04225	Microcystis wesenbergii TW10	416	GO:0000287; GO:0004478; GO:0005524; GO:0005737; GO:0006556; GO:0006730	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]
A0A3E0MHP1	A0A3E0MHP1	A0A3E0MHP1_MICAE	unreviewed	Global nitrogen regulator NtcA	ntcA DWQ56_07950	Microcystis aeruginosa DA14	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
A0A3E1ERX3	A0A3E1ERX3	A0A3E1ERX3_9BACT	unreviewed	Uncaracterized surface protein	DVB22_000812	Verrucomicrobia bacterium	161		
A0A3E1RHG0	A0A3E1RHG0	A0A3E1RHG0_9BURK	unreviewed	Superoxide dismutase (EC 1.15.1.1)	DIC66_00740	Rhodoferax sp. IMCC26218	193	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A3G4ZVK3	A0A3G4ZVK3	A0A3G4ZVK3_9VIRU	unreviewed	Polyubiquitin	Edafosvirus51_4	Edafosvirus sp.	159		
A0A3G6X268	A0A3G6X268	A0A3G6X268_SYNEL	unreviewed	30S ribosomal protein S10	rpsJ rps10 DOP62_11845	Synechococcus elongatus PCC 11801	105	GO:0000049; GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A3G9JSM5	A0A3G9JSM5	A0A3G9JSM5_MICVR	unreviewed	Global nitrogen regulator Ycf28	ntcA myaer102_36930	Microcystis viridis NIES-102	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
A0A3L7NW65	A0A3L7NW65	A0A3L7NW65_9BACT	unreviewed	Fasciclin domain-containing protein	DWH81_12245	Planctomycetes bacterium	135		
A0A3L7VPV1	A0A3L7VPV1	A0A3L7VPV1_9BACT	unreviewed	Fasciclin domain-containing protein	DWI29_03415	Planctomycetes bacterium	320		
A0A3M1P5L7	A0A3M1P5L7	A0A3M1P5L7_9CYAN	unreviewed	DUF1257 domain-containing protein	D6742_18635	Cyanobacteria bacterium J069	117		
A0A3M1P890	A0A3M1P890	A0A3M1P890_9CYAN	unreviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	hflB ftsH D6742_16065	Cyanobacteria bacterium J069	645	GO:0004176; GO:0004222; GO:0005524; GO:0008270; GO:0016021; GO:0030163; GO:0031676	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]
A0A3M1P9Q4	A0A3M1P9Q4	A0A3M1P9Q4_9CYAN	unreviewed	Allophycocyanin	D6742_17510	Cyanobacteria bacterium J069	161	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A3M1PGD5	A0A3M1PGD5	A0A3M1PGD5_9CYAN	unreviewed	Superoxide dismutase (EC 1.15.1.1)	D6742_09000	Cyanobacteria bacterium J069	201	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A3M1PPC7	A0A3M1PPC7	A0A3M1PPC7_9CYAN	unreviewed	Transketolase	D6742_02690	Cyanobacteria bacterium J069	636	GO:0016740; GO:0046872	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
A0A3M1SMT8	A0A3M1SMT8	A0A3M1SMT8_9CYAN	unreviewed	HAMP domain-containing protein	D6728_20095	Cyanobacteria bacterium J055	1054	GO:0007165; GO:0016021	integral component of membrane [GO:0016021]; signal transduction [GO:0007165]
A0A3M2EP59	A0A3M2EP59	A0A3M2EP59_9PROT	unreviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC D6682_03540	Zetaproteobacteria bacterium	1388	GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]
A0A3M2FXM0	A0A3M2FXM0	A0A3M2FXM0_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL D6676_03805	Cyanobacteria bacterium J003	545	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A3M2FYF4	A0A3M2FYF4	A0A3M2FYF4_9CYAN	unreviewed	C-phycocyanin alpha chain	D6676_00785	Cyanobacteria bacterium J003	162	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A3M2G036	A0A3M2G036	A0A3M2G036_9CYAN	unreviewed	Phycobilisome rod-core linker polypeptide CpcG2	D6676_00750	Cyanobacteria bacterium J003	251	GO:0015979; GO:0030089	phycobilisome [GO:0030089]; photosynthesis [GO:0015979]
A0A3M9Z0X0	A0A3M9Z0X0	A0A3M9Z0X0_9CYAN	unreviewed	Thioredoxin	trxA EDM05_26495	Leptolyngbya sp. IPPAS B-1204	106	GO:0006662; GO:0015035	protein disulfide oxidoreductase activity [GO:0015035]; glycerol ether metabolic process [GO:0006662]
A0A3M9Z3Q7	A0A3M9Z3Q7	A0A3M9Z3Q7_9CYAN	unreviewed	Elongation factor Tu (EF-Tu)	tuf EDM05_21235	Leptolyngbya sp. IPPAS B-1204	409	GO:0003746; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
A0A3M9Z9B4	A0A3M9Z9B4	A0A3M9Z9B4_9CYAN	unreviewed	30S ribosomal protein S19	rpsS rps19 EDM05_17380	Leptolyngbya sp. IPPAS B-1204	92	GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A3M9ZAE5	A0A3M9ZAE5	A0A3M9ZAE5_9CYAN	unreviewed	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	fba EDM05_07430	Leptolyngbya sp. IPPAS B-1204	359	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]
A0A3M9ZEI8	A0A3M9ZEI8	A0A3M9ZEI8_9CYAN	unreviewed	DUF1257 domain-containing protein	EDM05_03035	Leptolyngbya sp. IPPAS B-1204	117		
A0A3M9ZFW4	A0A3M9ZFW4	A0A3M9ZFW4_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL EDM05_00185	Leptolyngbya sp. IPPAS B-1204	545	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A3N5F744	A0A3N5F744	A0A3N5F744_9BURK	unreviewed	Fasciclin domain-containing protein	EHM87_03735	Burkholderiales bacterium	158		
A0A3N5TY75	A0A3N5TY75	A0A3N5TY75_9SPIO	unreviewed	60 kDa chaperonin (Fragment)	groL EHM28_14990	Spirochaetaceae bacterium	429	GO:0005524; GO:0016887; GO:0042026	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein refolding [GO:0042026]
A0A3N6PG13	A0A3N6PG13	A0A3N6PG13_9CYAN	unreviewed	30S ribosomal protein S11	rpsK rps11 D5R40_05530	Okeania hirsuta	131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
