"","Protein.Group","Accession","Description","probe_name","n_spec","codes"
"8708",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","K1",0,2026724
"8709",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","K2",0,2026724
"8710",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","K3",0,2026724
"8711",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","K4",0,2026724
"8712",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","K5",0,2026724
"8713",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","B1",0,1898978
"8714",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","B2",0,1898978
"8715",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","B3",0,1898978
"8716",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","B4",2,1898978
"8717",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","B5",0,1898978
"8718",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","B6",3,1898978
"8719",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","K1",0,1898978
"8720",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","K2",0,1898978
"8721",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","K3",1,1898978
"8722",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","K4",0,1898978
"8723",2880,"tr|A0A519T900|A0A519T900_9BACT","Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1","K5",0,1898978
"8724",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","B1",0,1629711
"8725",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","B2",0,1629711
"8726",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","B3",0,1629711
"8727",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","B4",0,1629711
"8728",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","B5",0,1629711
"8729",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","B6",0,1629711
"8730",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","K1",0,1629711
"8731",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","K2",5,1629711
"8732",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","K3",0,1629711
"8733",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","K4",2,1629711
"8734",2753,"tr|A0A0F2R967|A0A0F2R967_9PSED","Ferritin OS=Pseudomonas sp. BRH_c35 OX=1629711 GN=VR76_00045 PE=3 SV=1","K5",0,1629711
"8735",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","B1",0,1196835
"8736",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","B2",0,1196835
"8737",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","B3",0,1196835
"8738",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","B4",0,1196835
"8739",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","B5",0,1196835
"8740",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","B6",0,1196835
"8741",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","K1",0,1196835
"8742",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","K2",5,1196835
"8743",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","K3",0,1196835
"8744",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","K4",2,1196835
"8745",2753,"tr|I4CVR8|I4CVR8_PSEST","DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1","K5",0,1196835
"8746",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","B1",0,1855289
"8747",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","B2",0,1855289
"8748",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","B3",0,1855289
"8749",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","B4",1,1855289
"8750",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","B5",0,1855289
"8751",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","B6",0,1855289
"8752",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","K1",0,1855289
"8753",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","K2",0,1855289
"8754",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","K3",0,1855289
"8755",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","K4",1,1855289
"8756",3387,"tr|A0A1H8E9B2|A0A1H8E9B2_9BURK","TonB-dependent receptor OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_5416 PE=3 SV=1","K5",0,1855289
"8757",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","B1",0,551987
"8758",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","B2",0,551987
"8759",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","B3",0,551987
"8760",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","B4",1,551987
"8761",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","B5",0,551987
"8762",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","B6",0,551987
"8763",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","K1",0,551987
"8764",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","K2",0,551987
"8765",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","K3",0,551987
"8766",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","K4",1,551987
"8767",3387,"tr|A0A1M7RAD4|A0A1M7RAD4_9BURK","TonB-dependent receptor OS=Duganella sacchari OX=551987 GN=SAMN05192549_11660 PE=3 SV=1","K5",0,551987
"8768",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","B1",0,2692172
"8769",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","B2",0,2692172
"8770",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","B3",0,2692172
"8771",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","B4",1,2692172
"8772",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","B5",0,2692172
"8773",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","B6",0,2692172
"8774",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","K1",0,2692172
"8775",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","K2",0,2692172
"8776",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","K3",0,2692172
"8777",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","K4",1,2692172
"8778",3387,"tr|A0A6L8KNP2|A0A6L8KNP2_9BURK","TonB-dependent receptor OS=Duganella sp. CY15W OX=2692172 GN=GTP58_11230 PE=3 SV=1","K5",0,2692172
"8779",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","B1",0,2072590
"8780",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","B2",0,2072590
"8781",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","B3",0,2072590
"8782",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","B4",1,2072590
"8783",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","B5",0,2072590
"8784",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","B6",0,2072590
"8785",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","K1",0,2072590
"8786",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","K2",0,2072590
"8787",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","K3",0,2072590
"8788",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","K4",1,2072590
"8789",3387,"tr|A0A2R4C5P6|A0A2R4C5P6_9BURK","TonB-dependent receptor OS=Massilia armeniaca OX=2072590 GN=C9I28_03860 PE=3 SV=1","K5",0,2072590
"8790",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","B1",0,592317
"8791",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","B2",0,592317
"8792",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","B3",0,592317
"8793",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","B4",1,592317
"8794",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","B5",0,592317
"8795",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","B6",0,592317
"8796",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","K1",0,592317
"8797",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","K2",0,592317
"8798",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","K3",0,592317
"8799",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","K4",1,592317
"8800",3387,"tr|A0A5C7BGP2|A0A5C7BGP2_9FLAO","TonB-dependent receptor OS=[Empedobacter] haloabium OX=592317 GN=E7V67_26570 PE=4 SV=1","K5",0,592317
"8801",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","B1",3,1920490
"8802",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","B2",0,1920490
"8803",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","B3",5,1920490
"8804",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","B4",0,1920490
"8805",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","B5",3,1920490
"8806",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","B6",2,1920490
"8807",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","K1",0,1920490
"8808",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","K2",1,1920490
"8809",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","K3",0,1920490
"8810",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","K4",0,1920490
"8811",2062,"tr|A0A2T1DLE8|A0A2T1DLE8_9CYAN","Phycobilisome linker polypeptide OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04100 PE=4 SV=1","K5",0,1920490
"8812",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","B1",3,2593303
"8813",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","B2",0,2593303
"8814",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","B3",0,2593303
"8815",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","B4",2,2593303
"8816",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","B5",0,2593303
"8817",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","B6",0,2593303
"8818",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","K1",0,2593303
"8819",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","K2",0,2593303
"8820",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","K3",0,2593303
"8821",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","K4",0,2593303
"8822",2940,"tr|A0A552UAR5|A0A552UAR5_9SPHN","TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1","K5",0,2593303
"8823",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","B1",1,1259150
"8824",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","B2",0,1259150
"8825",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","B3",2,1259150
"8826",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","B4",0,1259150
"8827",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","B5",2,1259150
"8828",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","B6",3,1259150
"8829",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","K1",0,1259150
"8830",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","K2",0,1259150
"8831",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","K3",0,1259150
"8832",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","K4",0,1259150
"8833",2645,"tr|A0A4R9A7N5|A0A4R9A7N5_9MICO","LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1","K5",0,1259150
"8834",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","B1",1,995039
"8835",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","B2",0,995039
"8836",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","B3",2,995039
"8837",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","B4",0,995039
"8838",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","B5",2,995039
"8839",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","B6",3,995039
"8840",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","K1",0,995039
"8841",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","K2",0,995039
"8842",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","K3",0,995039
"8843",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","K4",0,995039
"8844",2645,"tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO","LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1","K5",0,995039
"8845",2645,"tr|A0A086E115|A0A086E115_9MICO","Membrane protein OS=Cryobacterium sp. MLB-32 OX=1529318 GN=JF66_04865 PE=3 SV=1","B1",1,1529318
"8846",2645,"tr|A0A086E115|A0A086E115_9MICO","Membrane protein OS=Cryobacterium sp. MLB-32 OX=1529318 GN=JF66_04865 PE=3 SV=1","B2",0,1529318
"8847",2645,"tr|A0A086E115|A0A086E115_9MICO","Membrane protein OS=Cryobacterium sp. MLB-32 OX=1529318 GN=JF66_04865 PE=3 SV=1","B3",2,1529318
