"","Accession","n","Protein.Group","Description","codes","K2","K4","B1","B2","B3","B5","B6","K3","K5","B4","K1"
"646","tr|A0A5F0DNX0|A0A5F0DNX0_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. MDB2-33-2 OX=1259179 GN=E3O59_14240 PE=3 SV=1",1259179,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"647","tr|A0A5F0DPA8|A0A5F0DPA8_9MICO",2,2305,"30S ribosomal protein S9 OS=Cryobacterium sp. MDB2-33-2 OX=1259179 GN=rpsI PE=3 SV=1",1259179,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA
"648","tr|A0A5F0DQJ1|A0A5F0DQJ1_9MICO",2,2860,"Amino acid ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB2-33-2 OX=1259179 GN=E3O59_07640 PE=4 SV=1",1259179,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"649","tr|A0A5F0DZL1|A0A5F0DZL1_9MICO",2,2860,"Amino acid ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB1-5 OX=1259175 GN=E3O46_09870 PE=4 SV=1",1259175,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"650","tr|A0A5F0G124|A0A5F0G124_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT2-16 OX=1259247 GN=E3T25_15955 PE=3 SV=1",1259247,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"651","tr|A0A5J4F5S3|A0A5J4F5S3_MICAE",2,2756,"Global nitrogen regulator OS=Microcystis aeruginosa NIES-4325 OX=2569534 GN=ntcA_3 PE=4 SV=1",2569534,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"652","tr|A0A5J5IGS5|A0A5J5IGS5_9BACT",3,1829,"SusC/RagA family TonB-linked outer membrane protein OS=Chitinophagaceae bacterium BR5-29 OX=2607284 GN=FW778_15595 PE=3 SV=1",2607284,NA,NA,NA,NA,3,5,7,NA,NA,NA,NA
"653","tr|A0A5J5IIH8|A0A5J5IIH8_9BACT",3,2727,"TonB-dependent receptor OS=Chitinophagaceae bacterium BR5-29 OX=2607284 GN=FW778_01460 PE=4 SV=1",2607284,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA
"654","tr|A0A5J5LSS3|A0A5J5LSS3_MICAE",2,2117,"Phycocyanin subunit beta OS=Microcystis aeruginosa EAWAG127a OX=2529855 GN=EZJ55_09340 PE=3 SV=1",2529855,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","tr|A0A5M6IWH9|A0A5M6IWH9_9PROT",2,1604,"30S ribosomal protein S19 OS=Rhodovastum atsumiense OX=504468 GN=rpsS PE=3 SV=1",504468,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"656","tr|A0A5M8ZB11|A0A5M8ZB11_9PROT",5,1327,"OmpA family protein OS=Acetobacter sp. DmW_136 OX=2591091 GN=FKW31_09425 PE=4 SV=1",2591091,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"657","tr|A0A5P9HX14|A0A5P9HX14_9RHOB",2,1604,"30S ribosomal protein S19 OS=Roseovarius sp. THAF9 OX=2587847 GN=rpsS PE=3 SV=1",2587847,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"658","tr|A0A5P9Q5T0|A0A5P9Q5T0_9MICO",2,2498,"Alpha-glucosides-binding periplasmic protein AglE OS=Luteimicrobium xylanilyticum OX=1133546 GN=KDY119_00231 PE=4 SV=1",1133546,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA
"659","tr|A0A5Q2FDH3|A0A5Q2FDH3_9ACTN",5,1749,"Phosphoesterase OS=Raineyella sp. CBA3103 OX=2662261 GN=Rai3103_07110 PE=4 SV=1",2662261,NA,NA,2,NA,2,7,3,NA,NA,4,NA
"660","tr|A0A5Q3HJG5|A0A5Q3HJG5_9BURK",4,2005,"Phasin family protein OS=Polaromonas sp. Pch-P OX=2082385 GN=F7R28_15960 PE=4 SV=1",2082385,NA,2,NA,NA,2,NA,4,NA,NA,6,NA
"661","tr|A0A5Q4HBV4|A0A5Q4HBV4_9CYAN",5,585,"ATP synthase subunit beta OS=Arthrospira sp. PLM2.Bin9 OX=2599626 GN=atpD PE=3 SV=1",2599626,11,24,NA,NA,NA,NA,10,2,6,NA,NA
"662","tr|A0A5R9J9Q4|A0A5R9J9Q4_9PROT",9,401,"60 kDa chaperonin OS=Lichenicoccus roseus OX=2683649 GN=groL PE=3 SV=1",2683649,2,NA,16,11,11,6,22,2,NA,4,5
"663","tr|A0A5S3T5N8|A0A5S3T5N8_9GAMM",2,2461,"Fasciclin OS=Pseudoalteromonas sp. S4741 OX=579563 GN=CWC30_10375 PE=4 SV=1",579563,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA
"664","tr|A0A5S3W1Y2|A0A5S3W1Y2_9GAMM",2,2461,"Fasciclin OS=Pseudoalteromonas sp. S3260 OX=579534 GN=CWC14_01730 PE=4 SV=1",579534,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA
"665","tr|A0A651DZH8|A0A651DZH8_9CYAN",4,1889,"Red carotenoid-binding protein OS=Leptolyngbya sp. DLM2.Bin15 OX=2480212 GN=EA367_19480 PE=4 SV=1",2480212,4,4,NA,2,NA,NA,NA,NA,6,NA,NA
"666","tr|A0A659EYI1|A0A659EYI1_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT2-23 OX=1259252 GN=E3T32_09680 PE=3 SV=1",1259252,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"667","tr|A0A6B3MM63|A0A6B3MM63_9CYAN",2,2520,"Glutathione S-transferase family protein OS=Moorea sp. SIO4A1 OX=2607835 GN=F6K53_02720 PE=3 SV=1",2607835,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","tr|A0A6B3NQ99|A0A6B3NQ99_9CYAN",2,2130,"Iron uptake porin OS=Symploca sp. SIO1C4 OX=2607765 GN=F6J89_28275 PE=3 SV=1",2607765,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","tr|A0A6D1V5U7|A0A6D1V5U7_9MICO",2,2319,"Ferritin-like domain-containing protein OS=Cryobacterium sp. MDB1-18-1 OX=1259168 GN=E3O50_14850 PE=4 SV=1",1259168,NA,NA,NA,NA,NA,NA,7,NA,NA,2,NA
"670","tr|A0A6D1V8J5|A0A6D1V8J5_9MICO",2,2860,"Amino acid ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB1-18-1 OX=1259168 GN=E3O50_10480 PE=4 SV=1",1259168,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"671","tr|A0A6D1VCC6|A0A6D1VCC6_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. MDB1-18-1 OX=1259168 GN=E3O50_03930 PE=3 SV=1",1259168,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"672","tr|A0A6H2BWE9|A0A6H2BWE9_DOLFA",4,2059,"Translation initiation factor IF-1 OS=Dolichospermum flos-aquae CCAP 1403/13F OX=315271 GN=infA PE=3 SV=1",315271,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"673","tr|A0A6H2BX44|A0A6H2BX44_DOLFA",4,1101,"Carbon dioxide-concentrating mechanism protein CcmK OS=Dolichospermum flos-aquae CCAP 1403/13F OX=315271 GN=HGD76_08075 PE=3 SV=1",315271,9,10,NA,5,3,NA,NA,NA,NA,NA,NA
"674","tr|A0A6H2C3P2|A0A6H2C3P2_DOLFA",3,1142,"Response regulator transcription factor OS=Dolichospermum flos-aquae CCAP 1403/13F OX=315271 GN=HGD76_18310 PE=4 SV=1",315271,8,12,NA,9,NA,NA,NA,NA,NA,NA,NA
"675","tr|A0A6H3J027|A0A6H3J027_9MICO",2,2860,"Amino acid ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB2-10 OX=1259177 GN=E3O51_14440 PE=4 SV=1",1259177,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"676","tr|A0A6H3J3J0|A0A6H3J3J0_9MICO",3,742,"Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-10 OX=1259177 GN=E3O51_08015 PE=3 SV=1",1259177,NA,NA,NA,NA,NA,18,20,NA,NA,6,NA
"677","tr|A0A6H3JGG6|A0A6H3JGG6_9MICO",2,2305,"30S ribosomal protein S9 OS=Cryobacterium sp. MDB2-10 OX=1259177 GN=rpsI PE=3 SV=1",1259177,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA
"678","tr|A0A6H3JGY0|A0A6H3JGY0_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. MDB2-10 OX=1259177 GN=E3O51_13305 PE=3 SV=1",1259177,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"679","tr|A0A6H3JMM2|A0A6H3JMM2_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT2-42-4 OX=1259255 GN=E3O18_04155 PE=3 SV=1",1259255,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"680","tr|A0A6H3JTC2|A0A6H3JTC2_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMB3-1-2 OX=1259208 GN=E3O68_00070 PE=3 SV=1",1259208,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"681","tr|A0A6H3KDX6|A0A6H3KDX6_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT2-10 OX=1259244 GN=E3T37_02800 PE=3 SV=1",1259244,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"682","tr|A0A6H9GA60|A0A6H9GA60_MICAE",2,2756,"Global nitrogen regulator Ycf28 OS=Microcystis aeruginosa NIES-3787 OX=2517782 GN=ntcA PE=4 SV=1",2517782,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"683","tr|A0A6H9GLU2|A0A6H9GLU2_MICAE",2,2117,"Phycocyanin beta subunit OS=Microcystis aeruginosa NIES-3804 OX=2517783 GN=cpcB1 PE=3 SV=1",2517783,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","tr|A0A6H9GNE1|A0A6H9GNE1_MICAE",2,2756,"Global nitrogen regulator Ycf28 OS=Microcystis aeruginosa NIES-3804 OX=2517783 GN=ntcA PE=4 SV=1",2517783,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"685","tr|A0A6H9H4H3|A0A6H9H4H3_MICAE",2,2756,"Global nitrogen regulator Ycf28 OS=Microcystis aeruginosa NIES-3806 OX=2517784 GN=ntcA PE=4 SV=1",2517784,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"686","tr|A0A6H9HBX4|A0A6H9HBX4_MICAE",2,2117,"Phycocyanin beta subunit OS=Microcystis aeruginosa NIES-3806 OX=2517784 GN=cpcB1 PE=3 SV=1",2517784,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","tr|A0A6I2WWB0|A0A6I2WWB0_9ACTN",4,1689,"Cold-shock protein OS=Actinobacteria bacterium OX=1883427 GN=F2843_02450 PE=4 SV=1",1883427,NA,NA,2,NA,NA,6,5,NA,NA,6,NA
"688","tr|A0A6I2YM16|A0A6I2YM16_9ACTN",4,2396,"10 kDa chaperonin OS=Actinobacteria bacterium OX=1883427 GN=groS PE=3 SV=1",1883427,NA,NA,NA,2,2,3,3,NA,NA,NA,NA
"689","tr|A0A6I3DDT0|A0A6I3DDT0_9ACTN",3,2150,"Fasciclin domain-containing protein OS=Actinobacteria bacterium OX=1883427 GN=F2634_00725 PE=4 SV=1",1883427,5,6,NA,NA,NA,NA,NA,NA,2,NA,NA
"690","tr|A0A6I3HAW0|A0A6I3HAW0_9ACTN",4,1689,"Cold-shock protein (Fragment) OS=Actinobacteria bacterium OX=1883427 GN=F2537_03335 PE=4 SV=1",1883427,NA,NA,2,NA,NA,6,5,NA,NA,6,NA
"691","tr|A0A6I5Q2W1|A0A6I5Q2W1_9CYAN",2,2623,"DNA starvation/stationary phase protection protein OS=Leptolyngbya sp. SIO3F4 OX=2607780 GN=F6K11_28130 PE=3 SV=1",2607780,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","tr|A0A6J4MDR0|A0A6J4MDR0_9CYAN",4,505,"Carbon dioxide-concentrating mechanism protein CcmK homolog 2 OS=uncultured Microcoleus sp. OX=259945 GN=AVDCRST_MAG84-3205 PE=3 SV=1",259945,21,13,NA,NA,3,NA,NA,20,NA,NA,NA
"693","tr|A0A6J4MNP6|A0A6J4MNP6_9ACTN",2,2763,"Cold shock protein of CSP family OS=uncultured Frankineae bacterium OX=437475 GN=AVDCRST_MAG16-3254 PE=4 SV=1",437475,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"694","tr|A0A6J4PGN3|A0A6J4PGN3_9CYAN",3,2132,"50S ribosomal protein L4 OS=uncultured Microcoleus sp. OX=259945 GN=rplD PE=3 SV=1",259945,7,NA,NA,2,NA,NA,NA,3,NA,NA,NA
"695","tr|A0A6J6BVP1|A0A6J6BVP1_9ZZZZ",4,1689,"Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK1380_01153 PE=4 SV=1",449393,NA,NA,2,NA,NA,6,5,NA,NA,6,NA
"696","tr|A0A6J6KDS3|A0A6J6KDS3_9ZZZZ",3,2150,"Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK2242_00145 PE=4 SV=1",449393,5,6,NA,NA,NA,NA,NA,NA,2,NA,NA
"697","tr|A0A6J7FXY8|A0A6J7FXY8_9ZZZZ",4,2396,"Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK1380_01159 PE=3 SV=1",449393,NA,NA,NA,2,2,3,3,NA,NA,NA,NA
"698","tr|A0A6J7J4I1|A0A6J7J4I1_9ZZZZ",4,1689,"Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK3774_00449 PE=4 SV=1",449393,NA,NA,2,NA,NA,6,5,NA,NA,6,NA
"699","tr|A0A6J7NMB7|A0A6J7NMB7_9ZZZZ",3,2150,"Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK2925_00349 PE=4 SV=1",449393,5,6,NA,NA,NA,NA,NA,NA,2,NA,NA
"700","tr|A0A6L9XTJ6|A0A6L9XTJ6_9MICO",6,880,"Phosphoesterase OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_01800 PE=4 SV=1",1268043,NA,NA,5,2,6,12,7,NA,NA,5,NA
"701","tr|A0A6L9XWW8|A0A6L9XWW8_9MICO",5,635,"Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1",1268043,NA,NA,5,NA,3,8,21,NA,NA,13,NA
"702","tr|A0A6M0B664|A0A6M0B664_9CYAN",2,2520,"Glutathione S-transferase family protein OS=Moorea sp. SIO3I6 OX=2607831 GN=F6K49_24880 PE=3 SV=1",2607831,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","tr|A0A6M0B6F9|A0A6M0B6F9_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Moorea sp. SIO3I6 OX=2607831 GN=infA PE=3 SV=1",2607831,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"704","tr|A0A6M0ESX9|A0A6M0ESX9_9CYAN",2,2130,"Iron uptake porin OS=Symploca sp. SIO2B6 OX=2607785 GN=F6K16_09380 PE=3 SV=1",2607785,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","tr|A0A6M0ETC3|A0A6M0ETC3_9CYAN",2,2056,"AbrB family transcriptional regulator OS=Symploca sp. SIO2B6 OX=2607785 GN=F6K16_13585 PE=4 SV=1",2607785,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","tr|A0A6M0FAA8|A0A6M0FAA8_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Okeania sp. SIO1I7 OX=2607772 GN=infA PE=3 SV=1",2607772,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"707","tr|A0A6M0FE14|A0A6M0FE14_9CYAN",2,2846,"6-phosphogluconate dehydrogenase  decarboxylating OS=Okeania sp. SIO1I7 OX=2607772 GN=gnd PE=3 SV=1",2607772,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","tr|A0A6M0IWA6|A0A6M0IWA6_9NOSO",4,2059,"Translation initiation factor IF-1 OS=Nostoc sp. UIC 10630 OX=2100146 GN=infA PE=3 SV=1",2100146,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"709","tr|A0A6M4ISF6|A0A6M4ISF6_9BACT",2,2663,"60 kDa chaperonin OS=Gemmatimonas sp. TET16 OX=2732249 GN=groL PE=3 SV=1",2732249,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","tr|A0A6M8B2Y6|A0A6M8B2Y6_9CYAN",3,2018,"DUF1257 domain-containing protein OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=HPC62_04250 PE=4 SV=1",2737172,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"711","tr|A0A6M8BB14|A0A6M8BB14_9CYAN",9,268,"Allophycocyanin OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=HPC62_02945 PE=3 SV=1",2737172,5,4,10,28,25,12,16,4,NA,8,NA
"712","tr|A0A6M8BDV1|A0A6M8BDV1_9CYAN",2,2048,"Ferrochelatase OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=HPC62_13280 PE=3 SV=1",2737172,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","tr|A0A6M8BJP2|A0A6M8BJP2_9CYAN",2,2670,"30S ribosomal protein S8 OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=rpsH PE=3 SV=1",2737172,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"714","tr|A0A6M8BNP3|A0A6M8BNP3_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=infA PE=3 SV=1",2737172,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"715","tr|A0A6N8DSX5|A0A6N8DSX5_RHOAC",2,1604,"30S ribosomal protein S19 OS=Rhodoblastus acidophilus OX=1074 GN=rpsS PE=3 SV=1",1074,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"716","tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO",4,320,"Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1",1433147,42,38,NA,NA,NA,NA,NA,NA,4,NA,19
"717","tr|A0A6N8FTJ0|A0A6N8FTJ0_9CHRO",2,460,"Phycocyanin subunit alpha OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06850 PE=3 SV=1",1433147,23,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","tr|A0A6N8FWJ4|A0A6N8FWJ4_9CHRO",2,2803,"Potassium-transporting ATPase ATP-binding subunit OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=kdpB PE=3 SV=1",1433147,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"719","tr|A0A6N8FYJ1|A0A6N8FYJ1_9CHRO",5,1400,"ATP-dependent zinc metalloprotease FtsH OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=ftsH PE=3 SV=1",1433147,7,5,NA,NA,NA,NA,NA,4,2,NA,2
"720","tr|A0A6P0IDV7|A0A6P0IDV7_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Moorea sp. SIO3I7 OX=2607832 GN=infA PE=3 SV=1",2607832,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"721","tr|A0A6P0J6H8|A0A6P0J6H8_9CYAN",2,2520,"Glutathione S-transferase family protein OS=Moorea sp. SIO4A5 OX=2607838 GN=F6K57_06420 PE=3 SV=1",2607838,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","tr|A0A6P0K6B7|A0A6P0K6B7_9CYAN",2,2130,"Iron uptake porin OS=Symploca sp. SIO3C6 OX=2607803 GN=F6K36_10420 PE=3 SV=1",2607803,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","tr|A0A6P0LF96|A0A6P0LF96_9CYAN",2,2520,"Glutathione S-transferase family protein OS=Moorea sp. SIO3H5 OX=2607834 GN=F6K52_25600 PE=3 SV=1",2607834,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","tr|A0A6P0Q9P7|A0A6P0Q9P7_9CYAN",4,1101,"BMC domain-containing protein OS=Microcoleus sp. SIO2G3 OX=2607795 GN=F6K28_09415 PE=3 SV=1",2607795,9,10,NA,5,3,NA,NA,NA,NA,NA,NA
"725","tr|A0A6P0QDM5|A0A6P0QDM5_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Microcoleus sp. SIO2G3 OX=2607795 GN=infA PE=3 SV=1",2607795,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"726","tr|A0A6P0Z1I3|A0A6P0Z1I3_9CYAN",2,2130,"Iron uptake porin OS=Merismopedia sp. SIO2A8 OX=2607779 GN=F6K09_23815 PE=3 SV=1",2607779,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","tr|A0A6P0Z2K7|A0A6P0Z2K7_9CYAN",3,1249,"DNA-directed RNA polymerase subunit (Fragment) OS=Merismopedia sp. SIO2A8 OX=2607779 GN=F6K09_24125 PE=3 SV=1",2607779,10,8,NA,6,NA,NA,NA,NA,NA,NA,NA
"728","tr|A0A6P1GPJ7|A0A6P1GPJ7_SPHYA",3,2608,"TonB-dependent receptor OS=Sphingobium yanoikuyae OX=13690 GN=GS397_21220 PE=3 SV=1",13690,NA,NA,NA,NA,NA,2,3,NA,NA,3,NA
"729","tr|A0A6P4HNF1|A0A6P4HNF1_DROKI",5,1327,"outer membrane protein-like OS=Drosophila kikkawai OX=30033 GN=LOC108071112 PE=3 SV=1",30033,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"730","tr|A0A6P4LDI2|A0A6P4LDI2_DROBP",5,1327,"outer membrane protein-like OS=Drosophila bipectinata OX=42026 GN=LOC108134338 PE=3 SV=1",42026,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"731","tr|A0A6S7C5L8|A0A6S7C5L8_9BURK",2,2990,"Ribose import binding protein RbsB OS=Pararobbsia alpina OX=621374 GN=rbsB_5 PE=4 SV=1",621374,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"732","tr|A0A6S8H488|A0A6S8H488_DUNTE",3,2050,"Superoxide dismutase OS=Dunaliella tertiolecta OX=3047 GN=DTER00134_1486 PE=3 SV=1",3047,NA,2,NA,NA,NA,NA,NA,NA,4,NA,6
"733","tr|A0A6S8JK99|A0A6S8JK99_DUNTE",2,2798,"Elongation factor Tu  chloroplastic OS=Dunaliella tertiolecta OX=3047 GN=DTER00134_9172 PE=3 SV=1",3047,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"734","tr|A0A6T8PRH6|A0A6T8PRH6_9CHLO",2,2798,"Elongation factor Tu  chloroplastic OS=Chlamydomonas leiostraca OX=1034604 GN=CLEI1391_LOCUS67 PE=3 SV=1",1034604,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"735","tr|A0A6U0XQL2|A0A6U0XQL2_9CHLO",2,2798,"Elongation factor Tu  chloroplastic OS=Polytomella parva OX=51329 GN=PPAR00522_16908 PE=3 SV=1",51329,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"736","tr|A0A7C3PJT3|A0A7C3PJT3_9CYAN",2,2048,"Coproporphyrin III ferrochelatase OS=Oscillatoriales cyanobacterium SpSt-418 OX=2282169 GN=ENR64_17815 PE=3 SV=1",2282169,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","tr|A0A7C4C091|A0A7C4C091_9BACT",6,675,"60 kDa chaperonin OS=Bryobacteraceae bacterium OX=2212468 GN=groL PE=3 SV=1",2212468,NA,2,4,17,5,NA,15,NA,NA,3,NA
"738","tr|A0A7C6DUT5|A0A7C6DUT5_9BACT",2,2489,"DUF4331 domain-containing protein OS=Blastocatellia bacterium OX=2052146 GN=ENR46_01100 PE=4 SV=1",2052146,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","tr|A0A7D4B8G3|A0A7D4B8G3_9BACT",3,2260,"SusC/RagA family TonB-linked outer membrane protein OS=Hymenobacter sp. BRD128 OX=2675878 GN=GKZ68_08090 PE=3 SV=1",2675878,NA,NA,NA,NA,NA,2,3,NA,NA,5,NA
"740","tr|A0A7D6EQQ9|A0A7D6EQQ9_9ACTN",2,2014,"Sugar ABC transporter substrate-binding protein OS=Actinobacteria bacterium IMCC26103 OX=1848756 GN=DLE04_04710 PE=4 SV=1",1848756,NA,NA,NA,NA,NA,NA,3,NA,NA,10,NA
"741","tr|A0A7D7QRM1|A0A7D7QRM1_9NOSO",5,1491,"Nucleoside diphosphate kinase OS=Nostoc edaphicum CCNP1411 OX=1472755 GN=ndk PE=3 SV=1",1472755,11,2,NA,3,2,NA,2,NA,NA,NA,NA
"742","tr|A0A7D7X9A6|A0A7D7X9A6_9BACT",4,1381,"Cold-shock protein OS=Granulicella sp. 5B5 OX=1617967 GN=GOB94_04560 PE=4 SV=1",1617967,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"743","tr|A0A7G6Z4U7|A0A7G6Z4U7_9MICO",5,2034,"50S ribosomal protein L7/L12 OS=Glaciihabitans sp. INWT7 OX=2596912 GN=rplL PE=3 SV=1",2596912,2,2,NA,NA,NA,NA,4,4,NA,2,NA
"744","tr|A0A7G6Z4W2|A0A7G6Z4W2_9MICO",4,1057,"Sugar ABC transporter substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_01855 PE=4 SV=1",2596912,NA,NA,NA,NA,4,11,8,NA,NA,7,NA
"745","tr|A0A7G6Z4Y4|A0A7G6Z4Y4_9MICO",5,835,"Sugar ABC transporter substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_01980 PE=4 SV=1",2596912,NA,NA,7,NA,4,7,14,NA,NA,7,NA
"746","tr|A0A7G6Z7W3|A0A7G6Z7W3_9MICO",2,2437,"Superoxide dismutase OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_07870 PE=3 SV=1",2596912,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA
"747","tr|A0A7G6ZAY5|A0A7G6ZAY5_9MICO",2,2610,"ABC transporter substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_14010 PE=4 SV=1",2596912,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA
"748","tr|A0A7G6ZBR4|A0A7G6ZBR4_9MICO",2,2055,"Xanthorhodopsin OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_15585 PE=3 SV=1",2596912,NA,NA,NA,4,NA,NA,8,NA,NA,NA,NA
"749","tr|A0A7G6ZBU3|A0A7G6ZBU3_9MICO",2,2604,"Flagellin OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_15750 PE=3 SV=1",2596912,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA
"750","tr|A0A7G6ZCN3|A0A7G6ZCN3_9MICO",4,2430,"Adenylyl cyclase OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_12045 PE=4 SV=1",2596912,NA,NA,2,NA,2,NA,3,NA,NA,2,NA
"751","tr|A0A7G6ZCP9|A0A7G6ZCP9_9MICO",2,2869,"S8/S53 family peptidase OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_12795 PE=4 SV=1",2596912,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
